Genome,Order,Family,Genus,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score,VC Orders,VC Families,VC Genera
k141_562957||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_562991||full,Unassigned,Unassigned,Unassigned,preVC_1795,Clustered,VC_1795_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_562992||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_5629||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_56301||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563022||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563068||full,Unassigned,Unassigned,Unassigned,preVC_1837,Clustered,VC_1837_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_563077||full_1,Unassigned,Unassigned,Unassigned,preVC_798,Clustered,VC_798_0,5,0.3142,0.90599032,1.8484146110909028,0.2846,1.0,0,0,0
k141_563079||full,Unassigned,Unassigned,Unassigned,preVC_1476,Clustered,VC_1476_0,3,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_563103||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563126||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563128||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563132||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563134||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_563142||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563146||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_536/VC_537),,,,,,,,,,
k141_56318||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563204||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_563253||full,Unassigned,Unassigned,Unassigned,preVC_1447,Clustered,VC_1447_0,2,0.4609,0.33333333,1.7320508075688772,0.1536,1.0,0,0,0
k141_563259||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563296||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563313||full,Unassigned,Unassigned,Unassigned,preVC_1864,Clustered,VC_1864_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_563326||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563333||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_563384||full,Unassigned,Unassigned,Unassigned,preVC_576,Clustered,VC_576_0,3,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_563399||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563411||full,Unassigned,Unassigned,Unassigned,preVC_557,Clustered,VC_557_0,19,0.8542,1.0,1.3041716965693355,0.8542,1.0,0,0,0
k141_563425||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563500||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563503||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_563508||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_56351||full,Unassigned,Unassigned,Unassigned,preVC_1142,Clustered,VC_1142_0,2,0.7709,0.0,3.0,0.0,1.0,0,0,0
k141_563538||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563541||0_partial,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563547||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_563557||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563593||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563671||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563723||full,Unassigned,Unassigned,Unassigned,preVC_853,Clustered,VC_853_0,2,0.2909,0.2,1.7320508075688772,0.0582,1.0,0,0,0
k141_56373||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563761||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_5637||full,Unassigned,Unassigned,Unassigned,preVC_743,Clustered,VC_743_0,20,0.7182,1.0,1.253638317364749,0.7182,1.0,0,0,0
k141_563818||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563821||lt2gene,Unassigned,Unassigned,Unassigned,preVC_573,Clustered,VC_573_0,15,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_563857||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_563888||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_5638||full,Unassigned,Unassigned,Unassigned,preVC_1596,Clustered,VC_1596_0,3,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_563966||full,Unassigned,Unassigned,Unassigned,preVC_790,Clustered,VC_790_0,2,0.4818,0.33333333,0.0,0.1606,1.0,0,0,0
k141_563975||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_563980||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_564021||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_56408||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564145||full,Unassigned,Unassigned,Unassigned,preVC_1481,Clustered,VC_1481_0,2,1.0,0.0,1.0,0.0,1.0,0,0,0
k141_564241||full,Unassigned,Unassigned,Unassigned,preVC_1518,Clustered,VC_1518_0,5,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_564291||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564340||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564371||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564389||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564392||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564418||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_564425||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564431||full,Unassigned,Unassigned,Unassigned,preVC_542,Clustered,VC_542_0,4,0.5981,0.99440559,6.394521924788502,0.5948,1.0,0,0,0
k141_564460||full,Unassigned,Unassigned,Unassigned,preVC_753,Clustered,VC_753_0,3,0.072,0.82814524,0.6666666666666666,0.0597,1.0,0,0,0
k141_564504||full,Unassigned,Unassigned,Unassigned,preVC_537,Clustered,VC_537_0,19,0.6313,1.0,0.5146198830409356,0.6313,1.0,0,0,0
k141_564505||full,Unassigned,Unassigned,Unassigned,preVC_810,Clustered,VC_810_0,2,1.0,0.0,2.6457513110645907,0.0,1.0,0,0,0
k141_564508||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564524||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_56453||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564570||full,Unassigned,Unassigned,Unassigned,preVC_990,Clustered,VC_990_0,4,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_564582||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564586||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564595||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564652||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564685||full,Unassigned,Unassigned,Unassigned,preVC_694,Clustered,VC_694_0,6,0.1504,0.09987094,2.2874990146422993,0.015,1.0,0,0,0
k141_564703||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564710||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564724||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_414/VC_416/VC_1152),,,,,,,,,,
k141_564746||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_564761||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564787||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_405/VC_668),,,,,,,,,,
k141_564842||full,Unassigned,Unassigned,Unassigned,preVC_234,Clustered,VC_234_0,3,0.3881,0.99384303,5.272577495059897,0.3857,1.0,0,0,0
k141_564856||full,Unassigned,Unassigned,Unassigned,preVC_1824,Clustered,VC_1824_0,4,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_564858||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564889||full,Unassigned,Unassigned,Unassigned,preVC_779,Clustered,VC_779_0,13,0.5792,1.0,1.9512808740316139,0.5792,1.0,0,0,0
k141_564926||0_partial_1,Unassigned,Unassigned,Unassigned,preVC_754,Clustered,VC_754_0,4,0.2706,0.32896726,5.567729645720902,0.089,1.0,0,0,0
k141_564952||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_564998||full,Unassigned,Unassigned,Unassigned,preVC_680,Clustered,VC_680_0,9,0.738,0.99991612,2.106939225222858,0.7379,1.0,0,0,0
k141_5649||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_565008||full_1,Unassigned,Unassigned,Unassigned,preVC_634,Clustered,VC_634_0,9,0.6343,0.99999937,5.959508452422569,0.6343,1.0,0,0,0
k141_565015||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_565027||full,Unassigned,Unassigned,Unassigned,preVC_652,Clustered,VC_652_0,6,0.8133,0.99923199,1.560694400396541,0.8127,1.0,0,0,0
k141_565045||full,Unassigned,Unassigned,Unassigned,preVC_1237,Clustered,VC_1237_0,3,0.6333,0.77142857,1.6094757082487299,0.4886,1.0,0,0,0
k141_565069||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_565088||lt2gene,Unassigned,Unassigned,Unassigned,preVC_851,Clustered,VC_851_0,8,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_565094||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_565096||full,Unassigned,Unassigned,Unassigned,preVC_1069,Clustered,VC_1069_0,6,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_565225||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_565226||full_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_817/VC_1198),,,,,,,,,,
k141_565286||full,Unassigned,Unassigned,Unassigned,preVC_1437,Clustered,VC_1437_0,3,0.7582,0.8,1.3820881233139908,0.6066,1.0,0,0,0
k141_56528||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_223/VC_386),,,,,,,,,,
k141_565330||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_565337||full,Unassigned,Unassigned,Unassigned,preVC_149,Clustered,VC_149_0,14,0.2545,1.0,2.9009066889707613,0.2545,1.0,0,0,0
k141_565367||full,Unassigned,Unassigned,Unassigned,preVC_632,Clustered,VC_632_0,16,0.9223,0.99999996,1.150298335043188,0.9223,1.0,0,0,0
k141_565368||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_565391||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_565433||full,Unassigned,Unassigned,Unassigned,preVC_467,Clustered,VC_467_0,9,0.7089,1.0,0.5175429373383484,0.7089,1.0,0,0,0
k141_565438||full,Unassigned,Unassigned,Unassigned,preVC_1210,Clustered,VC_1210_0,6,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_565462||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_565477||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_565483||full,Unassigned,Unassigned,Unassigned,preVC_1584,Clustered,VC_1584_0,4,0.8918,0.14285714,3.93049341636217,0.1274,1.0,0,0,0
k141_565500||full,Unassigned,Unassigned,Unassigned,preVC_1719,Clustered,VC_1719_0,2,0.3932,0.52049988,0.0,0.2046,1.0,0,0,0
k141_565525||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_565537||full,Unassigned,Unassigned,Unassigned,preVC_1113,Clustered,VC_1113_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_565622||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_565667||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_565682||full,Unassigned,Unassigned,Unassigned,preVC_1169,Clustered,VC_1169_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_565694||full,Unassigned,Unassigned,Unassigned,preVC_548,Clustered,VC_548_0,7,0.5932,0.99720625,1.8265699482370468,0.5915,1.0,0,0,0
k141_565756||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_565800||full,Unassigned,Unassigned,Unassigned,preVC_1865,Clustered,VC_1865_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_565802||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_565808||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_565921||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_565925||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_565935||full,Unassigned,Unassigned,Unassigned,preVC_859,Clustered,VC_859_0,17,0.471,0.99995468,3.0653557107191878,0.471,1.0,0,0,0
k141_565937||full,Unassigned,Unassigned,Unassigned,preVC_1427,Clustered,VC_1427_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_565972||full,Unassigned,Unassigned,Unassigned,preVC_986,Clustered,VC_986_0,24,0.9264,0.25998485,1.2650704094987035,0.2409,1.0,0,0,0
k141_565983||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566028||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566075||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566076||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566108||full,Unassigned,Unassigned,Unassigned,preVC_460,Clustered,VC_460_0,13,0.6431,1.0,5.080674072889408,0.6431,1.0,0,0,0
k141_566115||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_56611||full,Unassigned,Unassigned,Unassigned,preVC_1067,Clustered,VC_1067_0,13,0.829,0.99998632,0.957988004580613,0.829,1.0,0,0,0
k141_566149||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_1102/VC_1103),,,,,,,,,,
k141_566185||full,Unassigned,Unassigned,Unassigned,preVC_1102,Clustered/Singleton,VC_1102_0,1,0.0,0.0,0,0.0,1.0,0,0,0
k141_566227||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566256||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566272||full,Unassigned,Unassigned,Unassigned,preVC_1866,Clustered,VC_1866_0,3,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_566318||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566328||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566334||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_400/VC_401/VC_404),,,,,,,,,,
k141_566349||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_56640||full,Unassigned,Unassigned,Unassigned,preVC_743,Clustered,VC_743_0,20,0.7182,1.0,1.253638317364749,0.7182,1.0,0,0,0
k141_566437||full,Unassigned,Unassigned,Unassigned,preVC_528,Clustered,VC_528_0,17,0.3131,1.0,1.7314627121371027,0.3131,1.0,0,0,0
k141_566440||full,Unassigned,Unassigned,Unassigned,preVC_603,Clustered,VC_603_0,3,0.3872,0.73809524,1.3820881233139908,0.2858,1.0,0,0,0
k141_566510||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566539||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566548||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566549||full,Unassigned,Unassigned,Unassigned,preVC_703,Clustered/Singleton,VC_703_0,1,0.0,0.0,0,0.0,1.0,0,0,0
k141_566634||full,Unassigned,Unassigned,Unassigned,preVC_234,Clustered,VC_234_0,3,0.3881,0.99384303,5.272577495059897,0.3857,1.0,0,0,0
k141_566636||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566643||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_566660||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566665||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566673||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_566696||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_566716||full,Unassigned,Unassigned,Unassigned,preVC_455,Clustered,VC_455_0,3,0.3004,0.58684755,0.9428090415820635,0.1763,1.0,0,0,0
k141_566734||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566800||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_566802||full,Unassigned,Unassigned,Unassigned,preVC_504,Clustered,VC_504_0,11,0.7367,0.99999977,1.5146843510463952,0.7367,1.0,0,0,0
k141_566807||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566813||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566814||full,Unassigned,Unassigned,Unassigned,preVC_1604,Clustered,VC_1604_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_566817||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_566839||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566842||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566847||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566855||full,Unassigned,Unassigned,Unassigned,preVC_1283,Clustered,VC_1283_0,3,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_5668||full,Unassigned,Unassigned,Unassigned,preVC_1240,Clustered,VC_1240_0,3,0.7109,0.98333333,2.9740586886064633,0.699,1.0,0,0,0
k141_566900||full,Unassigned,Unassigned,Unassigned,preVC_1548,Clustered,VC_1548_0,7,0.9034,0.90612334,1.3241199241803028,0.8186,1.0,0,0,0
k141_566911||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_56691||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_56695||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_566992||full,Unassigned,Unassigned,Unassigned,preVC_425,Clustered,VC_425_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_567055||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_567090||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_567137||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_56719||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_567203||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_567212||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_567241||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_475/VC_476/VC_685),,,,,,,,,,
k141_567315||lt2gene,Unassigned,Unassigned,Unassigned,preVC_1867,Clustered,VC_1867_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_567321||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_567479||full,Unassigned,Unassigned,Unassigned,preVC_497,Clustered,VC_497_0,21,0.5196,1.0,1.5259513211699065,0.5196,1.0,0,0,0
k141_567492||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_567531||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_567539||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_56759||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_677/VC_1074),,,,,,,,,,
k141_567615||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_567644||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_567730||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_567759||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_567900||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_567943||full,Unassigned,Unassigned,Unassigned,preVC_1474,Clustered,VC_1474_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_567988||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568085||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568114||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568144||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568157||full,Unassigned,Unassigned,Unassigned,preVC_736,Clustered,VC_736_0,2,0.0727,0.78529418,3.605551275463989,0.0571,1.0,0,0,0
k141_568189||full_1,Unassigned,Unassigned,Unassigned,,Overlap (VC_100/VC_105/VC_152/VC_1695),,,,,,,,,,
k141_568196||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568201||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_568237||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568245||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568340||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568353||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568400||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568431||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568439||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568533||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568588||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568656||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_889/VC_1057),,,,,,,,,,
k141_568661||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568667||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568684||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568696||full,Unassigned,Unassigned,Unassigned,preVC_504,Clustered,VC_504_0,11,0.7367,0.99999977,1.5146843510463952,0.7367,1.0,0,0,0
k141_5686||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568719||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568763||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_5687||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568823||full,Unassigned,Unassigned,Unassigned,preVC_855,Clustered,VC_855_0,5,0.5174,0.98480649,6.368013568977388,0.5095,1.0,0,0,0
k141_568870||full,Unassigned,Unassigned,Unassigned,preVC_657,Clustered,VC_657_0,13,0.6814,1.0,0.4245217740026679,0.6814,1.0,0,0,0
k141_568911||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568919||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568924||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_568965||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_568982||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569033||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569048||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569065||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569075||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_569090||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569119||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569141||full,Unassigned,Unassigned,Unassigned,preVC_1620,Clustered,VC_1620_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_569143||full,Unassigned,Unassigned,Unassigned,preVC_1868,Clustered,VC_1868_0,2,1.0,0.0,1.7320508075688772,0.0,1.0,0,0,0
k141_569192||full,Unassigned,Unassigned,Unassigned,preVC_557,Clustered,VC_557_0,19,0.8542,1.0,1.3041716965693355,0.8542,1.0,0,0,0
k141_569213||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_56926||full,Unassigned,Unassigned,Unassigned,preVC_1032,Clustered,VC_1032_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_569277||full,Unassigned,Unassigned,Unassigned,preVC_122,Clustered,VC_122_0,22,0.3816,0.99999981,2.533688657603262,0.3816,1.0,0,0,0
k141_569343||full,Unassigned,Unassigned,Unassigned,preVC_779,Clustered,VC_779_0,13,0.5792,1.0,1.9512808740316139,0.5792,1.0,0,0,0
k141_569354||full,Unassigned,Unassigned,Unassigned,preVC_1806,Clustered,VC_1806_0,3,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_569376||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_371/VC_721),,,,,,,,,,
k141_569400||full,Unassigned,Unassigned,Unassigned,preVC_1836,Clustered,VC_1836_0,2,1.0,0.0,2.0,0.0,1.0,0,0,0
k141_569407||full,Unassigned,Unassigned,Unassigned,preVC_139,Clustered,VC_139_0,24,0.3739,1.0,3.137793834318958,0.3739,1.0,0,0,0
k141_569412||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569427||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569442||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569453||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569460||full,Unassigned,Unassigned,Unassigned,preVC_1212,Clustered,VC_1212_0,3,0.5777,0.97619048,1.3820881233139908,0.564,1.0,0,0,0
k141_569487||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569585||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_5695||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569644||full,Unassigned,Unassigned,Unassigned,preVC_1853,Clustered,VC_1853_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_56965||full,Unassigned,Unassigned,Unassigned,preVC_1174,Clustered,VC_1174_0,2,0.4317,0.33333333,2.0,0.1439,1.0,0,0,0
